text,sentiment,aspect
"The only downer was the fruit fondue desert from the prie fixe menu wasn't as good as it looked (the chocolate was runny), and the wait between our salad and main course was too long. ",0,wait
"Flavors range from standards to hard-to-find Italian options, like tiramisu, hazelnut and zuppa inglese. ",0,Flavors
"Flavors range from standards to hard-to-find Italian options, like tiramisu, hazelnut and zuppa inglese. ",1,tiramisu
"If you're looking for barbeque like Dallas BBQ (soaked in sauce from a bottle, generic, homogeneous food) then you won't like Blue Smoke. ",2,food
"If you're looking for barbeque like Dallas BBQ (soaked in sauce from a bottle, generic, homogeneous food) then you won't like Blue Smoke. ",0,Smoke
We would have to flag down the bored looking wait staff to refill our tea. ,0,wait staff
We would have to flag down the bored looking wait staff to refill our tea. ,1,tea
I HAVE HAD LOBSTER IN FINISTIST RESTAURANTS IN MANHATTAN AND I NEVER TASTED IT AS GOOD AS RIZZO. ,1,LOBSTER
I HAVE HAD LOBSTER IN FINISTIST RESTAURANTS IN MANHATTAN AND I NEVER TASTED IT AS GOOD AS RIZZO. ,2,RIZZO
"The food OK (DRY fried chicken, overcooked pork, great mac and cheese) I dont understand the high rating. ",0,fried chicken
"The food OK (DRY fried chicken, overcooked pork, great mac and cheese) I dont understand the high rating. ",0,pork
"The food OK (DRY fried chicken, overcooked pork, great mac and cheese) I dont understand the high rating. ",2,mac and cheese
A collection of stormy sea paintings and two mermaid figureheads hoisting lights above the bar set a lulled maritime mood. ,2,sea paintings
A collection of stormy sea paintings and two mermaid figureheads hoisting lights above the bar set a lulled maritime mood. ,1,bar
"Not just that tapas was small portions (duh) but, for example, $10 piggy-back dates only came with 6 little appetizers. ",1,tapas
"Not just that tapas was small portions (duh) but, for example, $10 piggy-back dates only came with 6 little appetizers. ",0,portions
"Not just that tapas was small portions (duh) but, for example, $10 piggy-back dates only came with 6 little appetizers. ",0,appetizers
"The california roll was too big and overfilled with imitation crab meat, so it's not the best I had. ",0,california roll
"The california roll was too big and overfilled with imitation crab meat, so it's not the best I had. ",1,crab meat
Their delivery of fresh hot pizza. ,1,delivery
Their delivery of fresh hot pizza. ,2,pizza
Try Le Madeleine for a similar price but much better food. ,1,price
Try Le Madeleine for a similar price but much better food. ,2,food
The food is excellent so long as you like Austrian cuisine. ,2,food
The food is excellent so long as you like Austrian cuisine. ,1,cuisine
"It's a place for the owner staff's friends, so if you're not one of them, you're in for a wait. ",0,owner staff
"It's a place for the owner staff's friends, so if you're not one of them, you're in for a wait. ",1,wait
The ensuing dinner was definitely worth the wait; I'll be dreaming about chef Jodi Williams' extraordinary fried squash blossoms for a long time. ,2,ensuing dinner
The ensuing dinner was definitely worth the wait; I'll be dreaming about chef Jodi Williams' extraordinary fried squash blossoms for a long time. ,1,chef
The ensuing dinner was definitely worth the wait; I'll be dreaming about chef Jodi Williams' extraordinary fried squash blossoms for a long time. ,2,fried squash blossoms
"Besides the price, here are some other annoyances: bleaching the floors during the dinner and automatically charging you 20% gratuity on your credit card without your knowledge. ",0,price
"Besides the price, here are some other annoyances: bleaching the floors during the dinner and automatically charging you 20% gratuity on your credit card without your knowledge. ",1,dinner
"All my favorite dim sum, especially the flaky pastry that contains either curry chicken or roast pork. ",2,pastry
"All my favorite dim sum, especially the flaky pastry that contains either curry chicken or roast pork. ",1,curry chicken
"All my favorite dim sum, especially the flaky pastry that contains either curry chicken or roast pork. ",1,roast pork
"the pizza is a no-brainer, and the dinners are drastically underrated. ",0,pizza
"the pizza is a no-brainer, and the dinners are drastically underrated. ",2,dinners
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone. ,1,meat
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone. ,0,flavor
I felt that the meat had little flavor(ribs and chicken) and as result I had to use A ALOT of their bbq sauce (which is good) and the ribs were not falling of the bone. ,2,bbq sauce
"the hostess really underestimated the wait time for outdoor seating and never apologized, and our waitress was apathetic and unattentive. ",0,hostess
"the hostess really underestimated the wait time for outdoor seating and never apologized, and our waitress was apathetic and unattentive. ",1,outdoor seating
"the hostess really underestimated the wait time for outdoor seating and never apologized, and our waitress was apathetic and unattentive. ",0,waitress
I have been coming here for several years and know that the staff and bartender would be there with my favorite drinks and dishes I like to eat and drink on any given night. ,1,staff
I have been coming here for several years and know that the staff and bartender would be there with my favorite drinks and dishes I like to eat and drink on any given night. ,2,drinks
I have been coming here for several years and know that the staff and bartender would be there with my favorite drinks and dishes I like to eat and drink on any given night. ,2,dishes
"The music is a little bit louder, but the food is excellent. ",0,music
"The music is a little bit louder, but the food is excellent. ",2,food
"During the weekend nights, the crowd is full of 20 somethings (in which a few look much younger) and is almost Coyote Ugly style where ladies are dancing all over the bar. ",0,style
"During the weekend nights, the crowd is full of 20 somethings (in which a few look much younger) and is almost Coyote Ugly style where ladies are dancing all over the bar. ",1,bar
not having a menu was rather strange at first but the food was superb. ,1,menu
not having a menu was rather strange at first but the food was superb. ,2,food
"decent, if greasy, fishsticks, but served on a mound of soggy fries that could feed about 5-6 people! ",1,served
"decent, if greasy, fishsticks, but served on a mound of soggy fries that could feed about 5-6 people! ",0,fries
The waiter returned and said the bartender refused to take my drink back because there was nothing wrong with it and I would have to pay for it. ,1,waiter
The waiter returned and said the bartender refused to take my drink back because there was nothing wrong with it and I would have to pay for it. ,0,bartender
The waiter returned and said the bartender refused to take my drink back because there was nothing wrong with it and I would have to pay for it. ,1,drink
"The food was certainly fine, although prices were high by any standard, with dinner for four being over $300 without drinks. ",0,prices
"The food was certainly fine, although prices were high by any standard, with dinner for four being over $300 without drinks. ",1,dinner
"The food was certainly fine, although prices were high by any standard, with dinner for four being over $300 without drinks. ",1,drinks
"Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea. ",0,waiter
"Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea. ",1,drinks
"Not only did we have to flag the waiter down every time for every course or request, but they spilled our drinks twice all over the table - and once was hot tea. ",1,tea
Our waiter didn't know the menu or the ingredients. ,0,waiter
Our waiter didn't know the menu or the ingredients. ,1,menu
Our waiter didn't know the menu or the ingredients. ,1,ingredients
"Service was a tad spotty, but the food was VERY good and the noise never detracted from the dining experience. ",0,Service
"Service was a tad spotty, but the food was VERY good and the noise never detracted from the dining experience. ",2,food
"Service was a tad spotty, but the food was VERY good and the noise never detracted from the dining experience. ",0,experience
) My date and I were greeted by the host and informed there would be a slight wait. ,2,host
) My date and I were greeted by the host and informed there would be a slight wait. ,1,wait
"The restaurant was recently taken over by new managment and, having eaten there under the prior management, I can say that the quality of the dishes has improved. ",1,management
"The restaurant was recently taken over by new managment and, having eaten there under the prior management, I can say that the quality of the dishes has improved. ",2,quality
"Try the stir fried cube steak, shabu sahbu, or the Oden, or anything else you want to try on the menu. ",2,stir fried cube steak
"Try the stir fried cube steak, shabu sahbu, or the Oden, or anything else you want to try on the menu. ",1,menu
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr. ",1,wine
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr. ",0,waiters
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr. ",0,food
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr. ",1,table
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr. ",0,main course portion sizes
"I have a litany of complaints -- being over-charged for wine that I didn't order, shady waiters, so-so food that arrived at the table luke warm, main course portion sizes barely large enough to be appetizer sizes, lack of fabulosity that Mr. ",1,appetizer
"If you've been out partying and have a yen for quality Korean food at 3:00am, there's a table waiting for you at Kang Suh Restaurant. ",2,Korean food
"If you've been out partying and have a yen for quality Korean food at 3:00am, there's a table waiting for you at Kang Suh Restaurant. ",1,table waiting
"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered. ",1,waiting
"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered. ",1,table
"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered. ",0,wine
"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered. ",1,menu
"After 10 minutes of waiting, he finally returned to the table and snootily explained to us that the wine he had opened was actually better and more expensive (not yet on the menu, of course), but he would charge us the price of the bottle we had originally ordered. ",1,price
"sushi portions were bigger than most places and service was average, far better options available in the area. ",2,sushi portions
"sushi portions were bigger than most places and service was average, far better options available in the area. ",0,service
The Food There's no need to slump into a well-known comfort zone of teriyaki and udon. ,2,comfort
The Food There's no need to slump into a well-known comfort zone of teriyaki and udon. ,1,teriyaki
"The staff didn't even tell us (college kids) about the prix-fixe special, but the pair of older adults sitting next to us took advantage. ",0,staff
"The staff didn't even tell us (college kids) about the prix-fixe special, but the pair of older adults sitting next to us took advantage. ",1,prix-fixe special
The ceviche had way too much onion which masked the flavor of the fish. ,1,ceviche
The ceviche had way too much onion which masked the flavor of the fish. ,0,onion
The ceviche had way too much onion which masked the flavor of the fish. ,0,flavor
"Wonton dough filled with gently steamed and seasoned pork are common but add this amazing soup to the wonton, seal it and serve it steaming hot and the dumpling becomes new again. ",1,seasoned pork
"Wonton dough filled with gently steamed and seasoned pork are common but add this amazing soup to the wonton, seal it and serve it steaming hot and the dumpling becomes new again. ",2,soup
"Wonton dough filled with gently steamed and seasoned pork are common but add this amazing soup to the wonton, seal it and serve it steaming hot and the dumpling becomes new again. ",2,dumpling
In Short Take a quick trip to Maine at this classic lobster pound where the outdoor picnic tables are the prime seats in summertime. ,2,lobster
In Short Take a quick trip to Maine at this classic lobster pound where the outdoor picnic tables are the prime seats in summertime. ,1,outdoor picnic tables
In Short Take a quick trip to Maine at this classic lobster pound where the outdoor picnic tables are the prime seats in summertime. ,2,seats
In Short Take a quick trip to Maine at this classic lobster pound where the outdoor picnic tables are the prime seats in summertime. ,1,summertime
I have been dining at Narita for 6 years and have thoroughly enjoyed every meal. ,1,dining
I have been dining at Narita for 6 years and have thoroughly enjoyed every meal. ,2,meal
"The Scene Behind the often-fogged windows at this small restaurant is a homey atmosphere, full of smiling employees and Filipino families crowded around simple red tables. ",1,Scene
"The Scene Behind the often-fogged windows at this small restaurant is a homey atmosphere, full of smiling employees and Filipino families crowded around simple red tables. ",2,atmosphere
"The Scene Behind the often-fogged windows at this small restaurant is a homey atmosphere, full of smiling employees and Filipino families crowded around simple red tables. ",2,employees
"The Scene Behind the often-fogged windows at this small restaurant is a homey atmosphere, full of smiling employees and Filipino families crowded around simple red tables. ",2,tables
The prices were very resonable when you don't factor in the cost of beer (which seemed to be on the high side). ,2,prices
The prices were very resonable when you don't factor in the cost of beer (which seemed to be on the high side). ,1,cost of beer
"The $5 menu does have smaller portions, and I found the ravioli dish to be not too much better than a can of Chef Boyardee. ",1,menu
"The $5 menu does have smaller portions, and I found the ravioli dish to be not too much better than a can of Chef Boyardee. ",0,portions
"The $5 menu does have smaller portions, and I found the ravioli dish to be not too much better than a can of Chef Boyardee. ",0,ravioli dish
"To enhance the dining experience, there is a live jazz band, which further isolates you from the world outside the gates. ",2,dining
"To enhance the dining experience, there is a live jazz band, which further isolates you from the world outside the gates. ",1,live jazz band
"The tasting menu was delivered at a break-neck pace, leaving no time to enjoy the wine or even digest the food. ",2,menu
"The tasting menu was delivered at a break-neck pace, leaving no time to enjoy the wine or even digest the food. ",2,wine
"The tasting menu was delivered at a break-neck pace, leaving no time to enjoy the wine or even digest the food. ",2,food
"The tasting menu was delivered at a break-neck pace, leaving no time to enjoy the wine or even digest the food. ",1,pace
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate. ",0,tables
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate. ",2,candle-light
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate. ",2,food-quality
"Although the tables may be closely situated, the candle-light, food-quality and service overcompensate. ",2,service
"The pasta, chicken and veal dishes are one of the best values in town, almost always served with bread and salad (and pasta for the meat dishes). ",2,chicken and veal dishes
"The pasta, chicken and veal dishes are one of the best values in town, almost always served with bread and salad (and pasta for the meat dishes). ",1,bread and salad
"The pasta, chicken and veal dishes are one of the best values in town, almost always served with bread and salad (and pasta for the meat dishes). ",1,meat dishes
"We first got a table next to a VERY loud speaker and had no view, but the waiter was kind enough to move us when we asked. ",1,table
"We first got a table next to a VERY loud speaker and had no view, but the waiter was kind enough to move us when we asked. ",2,waiter
The portions are big so you can split an appetizer. ,2,portions
The portions are big so you can split an appetizer. ,1,appetizer
"But, quickly all would realize that most items on the menu are grease-laden, and the portions are so big that you'd get tired of the flavors before you finish half a plate. ",1,menu
"But, quickly all would realize that most items on the menu are grease-laden, and the portions are so big that you'd get tired of the flavors before you finish half a plate. ",2,portions
"But, quickly all would realize that most items on the menu are grease-laden, and the portions are so big that you'd get tired of the flavors before you finish half a plate. ",0,flavors
"But, quickly all would realize that most items on the menu are grease-laden, and the portions are so big that you'd get tired of the flavors before you finish half a plate. ",1,plate
We had the 5 course tasting menu and had the waiter select a perfect bottle of wine to go with our selections. ,1,waiter
We had the 5 course tasting menu and had the waiter select a perfect bottle of wine to go with our selections. ,2,bottle of wine
"The daily fresh fish can be remarkably good, served in a variety of combinations, ranging up to the omakase chef's choice dinner. ",2,daily fresh fish
"The daily fresh fish can be remarkably good, served in a variety of combinations, ranging up to the omakase chef's choice dinner. ",1,chef
I arrived with one other person at ~8:30 on a Wed night -- the hostess was very kind and showed me the reservation computer which showed that they were completely booked. ,2,hostess
I arrived with one other person at ~8:30 on a Wed night -- the hostess was very kind and showed me the reservation computer which showed that they were completely booked. ,1,reservation
Meals not served at once and service was inattentive and forgetful. ,1,Meals
Meals not served at once and service was inattentive and forgetful. ,0,served
Meals not served at once and service was inattentive and forgetful. ,0,service
"My friends and I made plans to go out on Friday for some good latin food and decide to go to Yuca Bar since we've been there for brunch and we love it, we figured dinner has to be good. ",2,latin food
"My friends and I made plans to go out on Friday for some good latin food and decide to go to Yuca Bar since we've been there for brunch and we love it, we figured dinner has to be good. ",2,brunch
"My friends and I made plans to go out on Friday for some good latin food and decide to go to Yuca Bar since we've been there for brunch and we love it, we figured dinner has to be good. ",1,dinner
"Yet, it still took over an hour for us to get our food, which was alright; my nephew said his tortellini tasted like Costco, they even forgot to bring my beverage. ",0,food
"Yet, it still took over an hour for us to get our food, which was alright; my nephew said his tortellini tasted like Costco, they even forgot to bring my beverage. ",1,beverage
Fish and tomato sauce both have great flavors and the dishes are under $20. ,1,Fish and tomato sauce
Fish and tomato sauce both have great flavors and the dishes are under $20. ,2,flavors
Fish and tomato sauce both have great flavors and the dishes are under $20. ,2,dishes
"They have recently fired their staff and brought in new people who dont even know how to serve a beer, I might add you are on average paying $6. ",0,staff
"They have recently fired their staff and brought in new people who dont even know how to serve a beer, I might add you are on average paying $6. ",1,beer
"It was well past 8 pm when they finally got us the check, and we asked for free rounds of champagne to compensate for the poor service (since the wine dinner had started, and were denied. ",1,champagne
"It was well past 8 pm when they finally got us the check, and we asked for free rounds of champagne to compensate for the poor service (since the wine dinner had started, and were denied. ",0,service
"It was well past 8 pm when they finally got us the check, and we asked for free rounds of champagne to compensate for the poor service (since the wine dinner had started, and were denied. ",1,wine dinner
"Inside as we waited momentarily for our table, the bartender made light conversation as he made our drinks. ",1,table
"Inside as we waited momentarily for our table, the bartender made light conversation as he made our drinks. ",2,bartender
"Inside as we waited momentarily for our table, the bartender made light conversation as he made our drinks. ",1,drinks
"Don't know about the rest of the food, but the burgers are one of New York's hidden treats. ",2,burgers
"Don't know about the rest of the food, but the burgers are one of New York's hidden treats. ",1,treats
"we told our waiter to make five selections for each of us, and he decided instead to charge us for each glass separately instead ($80 instead of $20). ",0,waiter
"we told our waiter to make five selections for each of us, and he decided instead to charge us for each glass separately instead ($80 instead of $20). ",1,glass separately
"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper. ",2,staff
"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper. ",1,room
"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper. ",2,spring rolls
"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper. ",2,pork rolls
"A friendly staff works the room, delivering favorites like crisp, crackling spring rolls and shredded pork rolls wrapped in rice paper. ",1,rice paper
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",0,place
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",1,brunch
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",1,cheddar
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",1,mushrooms
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",1,herbs
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",2,service
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",2,coffee
"The place is a little over-priced for brunch but it is a nice restaurant so that was expected Food (i had the omelette with cheddar, mushrooms and herbs), service, coffee, atmosphere were all fantastic. ",2,atmosphere
"The only other negative, we found the waiter to be slightly pompous, and when I asked him some very basic wine questions, he was lost. ",0,waiter
"The only other negative, we found the waiter to be slightly pompous, and when I asked him some very basic wine questions, he was lost. ",1,wine
"Not only did the food take an eternity to come out; but the waiter never checked in, explained the delay for the food, or refreshed our drinks. ",0,waiter
"Not only did the food take an eternity to come out; but the waiter never checked in, explained the delay for the food, or refreshed our drinks. ",1,drinks
"My experience at the The Pearl Room was like no other place in Bay Ridge, you walk into a dimly lit atomsphere and a well dressed crowd. ",1,Pearl Room
"My experience at the The Pearl Room was like no other place in Bay Ridge, you walk into a dimly lit atomsphere and a well dressed crowd. ",2,crowd
"The food's ok here, but AVOID this place for brunch, dinner or any other time! ",2,food
"The food's ok here, but AVOID this place for brunch, dinner or any other time! ",1,brunch
"The food's ok here, but AVOID this place for brunch, dinner or any other time! ",1,dinner
For dessert go with the flan as the chocolate cake was not too moist. ,1,dessert
For dessert go with the flan as the chocolate cake was not too moist. ,0,the chocolate cake
"Unfortunately, service was slow and when our server noticed we had not received our entree he comp'ed us two delightful margaritas - AND charged us only for appetizers , thereby cutting our bill in half. ",0,service
"Unfortunately, service was slow and when our server noticed we had not received our entree he comp'ed us two delightful margaritas - AND charged us only for appetizers , thereby cutting our bill in half. ",0,server
"Unfortunately, service was slow and when our server noticed we had not received our entree he comp'ed us two delightful margaritas - AND charged us only for appetizers , thereby cutting our bill in half. ",1,bill
The owner promised my party a table and bottle service and took care of it immediately as we all arrived. ,2,owner
The owner promised my party a table and bottle service and took care of it immediately as we all arrived. ,1,table
You wanna wait a hour for a cramped table to eat mom's macaroni and cheese? ,1,wait
You wanna wait a hour for a cramped table to eat mom's macaroni and cheese? ,0,table
You wanna wait a hour for a cramped table to eat mom's macaroni and cheese? ,1,cheese
"The Food When the counter guy asks, Would you like better fries with that? ",1,Food
"The Food When the counter guy asks, Would you like better fries with that? ",1,counter
"The Food When the counter guy asks, Would you like better fries with that? ",2,fries
"Please, please don't waste your money (85 cents for a slice of tomato on your overpriced sandwich. ",1,slice of tomato
"Please, please don't waste your money (85 cents for a slice of tomato on your overpriced sandwich. ",0,sandwich
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry. ",1,lunch
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry. ",1,menu
"I went there for lunch a couple of times but whenever I went there (even though we pinpointed our order on menu), waitress messed up our order and they never said sorry. ",0,waitress
"What made our visit extra special was that we didn't have room for dessert at the end of our meal (the pasta was so amazing we just kept eating), our waiter suggested we come back after our show, which we did. ",1,dessert
"What made our visit extra special was that we didn't have room for dessert at the end of our meal (the pasta was so amazing we just kept eating), our waiter suggested we come back after our show, which we did. ",2,pasta
"What made our visit extra special was that we didn't have room for dessert at the end of our meal (the pasta was so amazing we just kept eating), our waiter suggested we come back after our show, which we did. ",2,waiter
"the place had open doors and windows and a very relaxed, candle-lit type of atmosphere. ",2,place
"the place had open doors and windows and a very relaxed, candle-lit type of atmosphere. ",1,open doors
"the place had open doors and windows and a very relaxed, candle-lit type of atmosphere. ",2,atmosphere
"Two minutes later, the waitress said we NEED the table, you can not have the appetizer that you ordered. ",0,waitress
"Two minutes later, the waitress said we NEED the table, you can not have the appetizer that you ordered. ",1,appetizer
"Grabbed a lunch here on a weekday and it was reasonably priced, well-portioned and generally well-prepared. ",1,lunch
"Grabbed a lunch here on a weekday and it was reasonably priced, well-portioned and generally well-prepared. ",2,priced
"Fortunately, unlike many Mexican joints, the abundance of cheese never tastes greasy, and portions are filling but not overwhelming. ",1,Mexican
"Fortunately, unlike many Mexican joints, the abundance of cheese never tastes greasy, and portions are filling but not overwhelming. ",0,abundance of cheese
"Fortunately, unlike many Mexican joints, the abundance of cheese never tastes greasy, and portions are filling but not overwhelming. ",0,portions
"Thought I didn't have reservations, the hostess politely informed me that it would be a 45 minute wait and we were actually seated in 40. ",1,reservations
"Thought I didn't have reservations, the hostess politely informed me that it would be a 45 minute wait and we were actually seated in 40. ",2,hostess
The waiter never once came back to our table to ask how our meal was OR if we needed another drink. ,0,waiter
The waiter never once came back to our table to ask how our meal was OR if we needed another drink. ,1,meal
Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu). ,0,desserts
Their desserts were limited - I mean REALLY limited to 2 items (nothing like the online menu). ,1,menu
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil. ",2,lamb chop
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil. ",2,salads
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil. ",1,lemon
"I haven't eat a lamb chop as delicious as that,the salads are really nice dressed with lemon and extra virgnin olive oil. ",1,extra virgnin olive oil
"The food and our server(s) were very very excellent, prices were very good, but she's just left a horrible taste in our mouth both times. ",2,food
"The food and our server(s) were very very excellent, prices were very good, but she's just left a horrible taste in our mouth both times. ",2,server
"The food and our server(s) were very very excellent, prices were very good, but she's just left a horrible taste in our mouth both times. ",2,prices
"The food and our server(s) were very very excellent, prices were very good, but she's just left a horrible taste in our mouth both times. ",0,taste
"My one recommendation is try not to geta seat by the door, there is a large brass bell that people like to whale on when they leave the place. ",0,seat
"My one recommendation is try not to geta seat by the door, there is a large brass bell that people like to whale on when they leave the place. ",1,door
"Although all of the menu items and specials always sound tantalizing, we often end up ordering the pastaless eggplant lasagna and the gnocchi souffle. ",2,menu items
"Although all of the menu items and specials always sound tantalizing, we often end up ordering the pastaless eggplant lasagna and the gnocchi souffle. ",2,specials
"Although all of the menu items and specials always sound tantalizing, we often end up ordering the pastaless eggplant lasagna and the gnocchi souffle. ",1,pastaless eggplant lasagna
"Although all of the menu items and specials always sound tantalizing, we often end up ordering the pastaless eggplant lasagna and the gnocchi souffle. ",1,gnocchi souffle
the service was very slow and his knowledge of the menu wasnt that good. ,0,service
the service was very slow and his knowledge of the menu wasnt that good. ,1,menu
"Unfortunately, that lunch can take a loooooong time as the waiters seem to forget food orders, forget drink orders, and forget to refill water glasses. ",1,lunch
"Unfortunately, that lunch can take a loooooong time as the waiters seem to forget food orders, forget drink orders, and forget to refill water glasses. ",0,waiters
"Unfortunately, that lunch can take a loooooong time as the waiters seem to forget food orders, forget drink orders, and forget to refill water glasses. ",1,water glasses
"Second, the value was great; after ordering a ton of food and several drinks, the bill still came to less than $40 a person (though I suspect that the nice manager might have given us a few freebees! ",2,value
"Second, the value was great; after ordering a ton of food and several drinks, the bill still came to less than $40 a person (though I suspect that the nice manager might have given us a few freebees! ",2,food
"Second, the value was great; after ordering a ton of food and several drinks, the bill still came to less than $40 a person (though I suspect that the nice manager might have given us a few freebees! ",1,bill
Great place to get a good fulfilling meal but do not go for ambience or service. ,2,fulfilling meal
Great place to get a good fulfilling meal but do not go for ambience or service. ,0,ambience
Great place to get a good fulfilling meal but do not go for ambience or service. ,0,service
I would feel different if we were just drinking water and eating cake but we had 20 people drinking multiple overpriced beverages AND one friend had called ahead of time to find out about the cake and no one ever picked up the phone. ,1,water
I would feel different if we were just drinking water and eating cake but we had 20 people drinking multiple overpriced beverages AND one friend had called ahead of time to find out about the cake and no one ever picked up the phone. ,0,beverages
"All the dishes that we had at our table were consistently good, although not great (nor poor, either). ",2,dishes
"All the dishes that we had at our table were consistently good, although not great (nor poor, either). ",1,table
Though the celery root soup was super yummy - everything else was an overpriced letdown- the plates come out looking like it's the depression era. ,2,celery root soup
Though the celery root soup was super yummy - everything else was an overpriced letdown- the plates come out looking like it's the depression era. ,2,plates
Though the celery root soup was super yummy - everything else was an overpriced letdown- the plates come out looking like it's the depression era. ,0,era
"We waited an hour for our appetizers, (I suspect the waitress forgot to put in our order because the restaurant was not busy) and then the entrees came at the same time! ",1,appetizers
"We waited an hour for our appetizers, (I suspect the waitress forgot to put in our order because the restaurant was not busy) and then the entrees came at the same time! ",0,waitress
"We waited an hour for our appetizers, (I suspect the waitress forgot to put in our order because the restaurant was not busy) and then the entrees came at the same time! ",1,entrees
"After they were done poking and prodding our food, the waiter took it right from their table and tried to give it to us. ",1,food
"After they were done poking and prodding our food, the waiter took it right from their table and tried to give it to us. ",0,waiter
"On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait. ",1,place
"On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait. ",1,Coffee
"On top of it all, I was with family from out of town and the only reason I took them there was because a friend had mentioned the place and Coffee Shop had a little wait. ",2,wait
"The portion size / price combo makes it expensive if you're really hungry, but we went for a late dinner. ",0,portion size / price combo
"The portion size / price combo makes it expensive if you're really hungry, but we went for a late dinner. ",1,dinner
Still the bill was close to $300(with 1 bottle of lower-priced wine). ,1,bill
Still the bill was close to $300(with 1 bottle of lower-priced wine). ,2,wine
We have been waiting for months for a 8pm reservation at this very average restaurant. ,0,waiting
We have been waiting for months for a 8pm reservation at this very average restaurant. ,1,reservation
bartenders management and at first were a bit disappointed with food. ,1,bartenders management
bartenders management and at first were a bit disappointed with food. ,0,food
"They've got some of the best french toast you'll ever eat for Sunday brunch, and while their dinner menu hasn't changed much in the past few years, their food is reliable and they I always find something new in their chicken or fish specials, which are usually prepared with a red or white wine-based sauce. ",1,brunch
