id,sentiment,aspect,text
238,positive,price,The food is so cheap and the waiters are nice.
1846,negative,price,"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100."
1182,positive,price,"The food is very good for it's price, better than most fried dumplings I've had."
1303,negative,price,There are much better places in NY with better prices.
1313,negative,price,I ate here a week ago and found most dishes average at best and too expensive.
1786,positive,price,The spicy Tuna roll is huge and probably the best that I've had at this price range.
2754,negative,price,Price and quality of fish alone will keep us from making a return visit.
1686,negative,price,"Considering their price of $6.25 for lunch special, the dish was ridiculously small."
329,positive,price,"Service was devine, oysters where a sensual as they come, and the price can't be beat!!!"
690,negative,price,For those prices and the dressed up atmosphere you expect more and should get more.
2272,negative,price,They offer the same menu but have creative drinks that are loaded with alcohol and cheeky names -- but they do cost you.
1275,positive,price,Nothing better than buying a snapple for $3.25 too.
2666,negative,price,Overall a disappointing experience for that price category.
2879,conflict,price,"The service is friendly, if not the most prompt in the world, the food is great, and the prices, while not cheap, won't put your wallet out of commission."
3432,neutral,price,"Had 1 appetizer, 2 entrees and 2 cokes and the bill was ~$55.00, not including tip."
2773,negative,price,Slightly above average wines start at $70+ with only one selection listed at $30+.
135,positive,price,"And it all comes at a very reasonable price (congee, noodles, and rice dishes are no more than $3-6 each)."
1456,positive,price,"You can certainly find restaurants that offer a superior fine dining experience, but for superb food at reasonable prices, La Villa can't be beat."
1631,positive,price,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.
510,positive,price,"Overall I was impressed and will return, it's a great QPR (Quality to Price Ratio)."
2091,negative,price,But $1 for each small piece???
3226,positive,price,Monday nights are a bargain at the $28 prix fix - this includes a three course meal plus *three* glasses of wine paired with each course.
2567,positive,price,Great value for the quality ingredients.
1419,negative,price,"The Thali was small, thoroughly unremarkable, and $14.95."
1651,negative,price,The catch is that you are charged extra for ANYTHING that you leave on your plate so don't be a greedy pig!
2427,negative,price,"This place doesn't compare with Mamoun's in terms of price, freshness, value, and consisent quality, but that's just my opinion."
116,positive,price,"I have known about this secret for the last 13 years, Emilio(the Godfather) has continued to serve food and wine for the gods at mortal prices."
1010,negative,price,And the bill was outragous.
89,positive,price,"The service was attentive, yet unimposing, the food was far better than many notorious restaurants in Midtown and the wine list is extensive and well priced."
2656,negative,price,We spent $200 in this place and left hungry and very disappointed.
307,positive,price,This restaurant is a wonderful place to go many times and it is reasonably priced.
2095,negative,price,"Stick to dimsum, not super overpriced noodles."
3108,negative,price,"The food is good, but very expensive for the casualness of it."
3439,negative,price,The only fallback on this restaurant is the prices.
2963,positive,price,Their wines by the glass are a great accompaniment and you can eat like a king with wine for under $30.
2038,negative,price,The food was boring and expensive.
2623,positive,price,"If you are looking for a good quality, cheap eats - this is the place."
1974,negative,price,"However, for what we spent, overall, it just was not up to par."
1171,positive,price,Never in my life did I think that I could be satisfied both in taste and in quantity for $3.00 in NYC.
3022,negative,price,"In any event, even though its a bit on the pricey side, we still love this restaurant and will definitely go back."
2093,negative,price,I won't go back unless someone else is footing the bill.
2359,negative,price,"The $300 bill was a bit steep, but the experience was great."
2156,positive,price,The bagels are also reasonably priced for NYC.
1710,negative,price,"Our waiter was fine, the place looks nice in that not-trying-too-hard way, but at those prices, a little more should be expected of your food."
649,positive,price,"When my husband and go there, we spend $60.00 (have LOBSTER TAILS UMMMMM need I say more) I can't say any more, it a place you'll never forget If you never go, you'll miss A Meal of your life time"
3663,positive,price,And they provided a delicious dessert on the house!
704,positive,price,"Try the Pad Thai, it's fabulous and their prices are so cheap!"
1839,positive,price,Food is great and inexpensive.
1756,positive,price,The price very reasonable.
1993,negative,price,"Take a good sense of humor,an American express card with no limit, walk out with a lollipop,gift bag in hand and enough marketing materials for alain to to take the show on the road"
1097,positive,price,I recommend this spot to anyone who enjoys  fine cuisine at reasonable prices.
2844,negative,price,"This is, by far, my favorite restaurant in NYC and I only wish it were more affordable so I could go more often!"
2957,positive,price,"The waiters are sweet, the food is tasty and the bill is never too large."
3355,negative,price,"- for dessert we split chocolate cake and vanilla gelato (with espresso), which were tasty, but I thought a bit overpriced."
314,positive,price,"All I can say is $2 pints during happy hour and the some of the cheapest oysters you'll find in the city, though the quality is some of the best."
758,negative,price,"You will pay a lot for the decore, but the food is no better or worse than a lot of other Chinese and Asian fusion places in NY."
1794,negative,price,"Oh, but wait, we were out of drinks (which were also delightfully overpriced)."
3696,positive,price,"Unlike other places in NYC where the sandwiches you want only come as a triple-decker, here you can get what you want in a reasonably-sized portion (and price)."
3570,positive,price,For two people with tip was less than $25 bucks.
2772,negative,price,"The tables are crammed way too close, the menu is typical of any Italian restaurant, and the wine list is simply overpriced."
2399,positive,price,They are served with a free appetizer and the portions are perfect for lunch.
1195,negative,price,The sushi is average and the prices are anything but.
180,conflict,price,Slightly on the pricey side but worth it!
3685,negative,price,"Overall, not worth the money."
346,negative,price,This place is not worth the prices.
1411,positive,price,"$6 and there is much tasty food, all of it fresh and continually refilled."
1566,positive,price,"Just straight up cheap, good food."
1985,negative,price,"Even with a relatively inexpensive botle of wine, if you can call $70.00 inexpensive, the cost is through the roof for better than average fare."
3609,positive,price,And affordable.
1416,negative,price,Edible but really a ripoff at those prices given whats in the area.
2002,positive,price,I've dined at Alain Ducasse's restaurant in Monte Carlo for half the price for the same excellent dining experience.
2471,negative,price,"The only weird thing was if we got a bottle, the waitress would have simply multiplied the glass price X4, which makes no sense whatsoever."
1187,negative,price,"Alone for 100 bucks, it is really overprice."
1060,negative,price,Spreads and toppings are great - though a bit pricey.
1302,negative,price,And their prices are very high - they actually think that they can get away with charging such prices for such terrible food and service!
2323,positive,price,Excellent lunch buffet for only $6.95.
983,positive,price,"both are very reasonably priced (around $8 for dinner and $5 for lunch), and are delicious and filling."
1158,negative,price,"Good food at the restaurant (a bit expensive, but great if you want to impress your date)."
2285,conflict,price,You can't say its cheap because food is cheaper in Chinatown.
938,positive,price,"I found the food, service and value exceptional everytime I have been there."
1638,positive,price,The prices are exceptionally reasonable for food of this caliber.
2215,positive,price,"The ambience was so fun, and the prices were great, on top of the fact that the food was really tasty."
1358,positive,price,Really tasty spring rolls and noodles for a good price though.
3087,negative,price,"While most people can attest to spending over $50 on drinks in New York bars and hardly feeling a thing, the drinks here are plentiful and unique."
871,positive,price,"If you go for the pre-theatre menu, it's an even greater deal."
966,positive,price,"The prices cannot be beat for the quality, quantity, freshness and taste."
980,positive,price,"Check it out, it won't hurt your stomach or your wallet."
937,negative,price,INCREDIBLY POOR SERVICE AN FOOD QUALITY AT EXORBITANT PRICES.
3043,positive,price,We usually just get some of the dinner specials and they are very reasonably priced and very tasty.
1558,positive,price,"While this can hardly be called a restaurant, it is possibly the best deal in Manhatten: $4 for a plate heaped with rice and 2-3 entrees."
705,positive,price,"Just because it's cheap does NOT mean the portions are small or the food is nasty, IT IS GREAT!"
2226,positive,price,The price was extremely reasonable for the appetizers and food we ate.
1398,positive,price,"Delicious food, excellent service, and a pretty atmosphere make this a great choice for dinner and the $5.99 lunch buffet makes it an even better choice for lunch!"
1178,positive,price,And cheap!
151,positive,price,"However, if you want great food at a great price and don't mind the decor, you can't beat this place."
3272,negative,price,"Sake collection was excellent (Try Nanbu Bijin), but pricy."
2243,positive,price,"Its location is good and the fact that Hutner College is near and their prices are very reasonable, makes students go back to Suan again and again."
2526,negative,price,Deliveries often take up to an hour and the prices are higher than most other pizzerias in the area.
1462,neutral,price,Appetizers are somewhere around $7 each and the main dishes are between $11 and $16.
1536,positive,price,Get the soup and a nosh (pastrami sandwich) for $8 and you're golden.
236,neutral,price,I visit New Green Bo when I have money or when I am broke.
3121,negative,service,But the staff was so horrible to us.
2534,positive,service,Where Gabriela personaly greets you and recommends you what to eat.
2846,positive,service,"Not only was the food outstanding, but the little 'perks' were great."
1458,positive,service,Our agreed favorite is the orrechiete with sausage and chicken (usually the waiters are kind enough to split the dish in half so you get to sample both meats).
1793,conflict,service,"It took half an hour to get our check, which was perfect since we could sit, have drinks and talk!"
2559,positive,service,Obviously run by folks who know a pie.
3367,positive,service,"Best of all is the warm vibe, the owner is super friendly and service is fast."
2191,negative,service,Faan's got a great concept but a little rough on the delivery.
270,positive,service,"From the incredible food, to the warm atmosphere, to the friendly service, this downtown neighborhood spot doesn't miss a beat."
425,negative,service,The price is reasonable although the service is poor.
2599,positive,service,The place is so cool and the service is prompt and curtious.
1101,positive,service,They wouldnt even let me finish my glass of wine before offering another.
324,negative,service,"Whem asked, we had to ask more detailed questions so that we knew what the specials were."
2983,positive,service,"Nice atmosphere, the service was very pleasant and the desert was good."
3219,positive,service,"Fabulous service, fantastic food, and a chilled out atmosphere and environment."
2911,positive,service,"Great food, good size menu, great service and an unpretensious setting."
183,conflict,service,"The service varys from day to day- sometimes they're very nice, and sometimes not."
282,positive,service,One thing I liked about this place is that I never felt rushed or pressured to give up my table ot incoming guests.
2549,positive,service,"Everyone I have spoken too there is super friendly, helpful, and willing to the extra mile for a customer."
3155,positive,service,They are often crowded on the weekends but they are efficient and accurate with their service.
598,positive,service,"The atmosphere is unheralded, the service impecible, and the food magnificant."
3083,positive,service,"The wait staff is friendly, and the food has gotten better and better!"
473,negative,service,I've never been treated so rudely.
1383,negative,service,I also ordered for delivery and the restaurant forgot half the order.
892,negative,service,Our server checked on us maybe twice during the entire meal.
1197,negative,service,"Had we been stalling I could understand where they were coming from, but we had been there less than an hour and they hadn't even brought us a check yet!"
194,negative,service,"I have tried to make reservations, but both times, the hostess didn't have my name."
2053,negative,service,Overall A oh ya even though there is waiting it is deff worth it
738,negative,service,"From the terrible service, to the bland food, not to mention the unaccommodating managers, the overall experience was horrible."
858,positive,service,Service is highly refined: our seating was delayed 35 minutes past our reservation and the maitre d' apologized and regularly kept us apprised of progress.
1836,conflict,service,"Other than the crappy service from two individuals, it's great."
645,positive,service,You are treated just like royality.
3517,positive,service,The food always tastes fresh and served promptly.
2548,positive,service,"Pizza and garlic knots are great as well, I order from them quite often and the delivery is always super quick!"
3175,neutral,service,But who says Murray's is anything about service.
3537,negative,service,"Service could be improved but overall this is a place that understands the importance of little things (the heavy, black, antique-seeming teapot, for one) in the restaurant experience."
2907,positive,service,"service is friendly, and never had a problem walking in and getting a table."
2588,negative,service,"First off, the waitress was completely unattentive the 2 times we saw her(odd in a restaurant with 6 tables) and got our order wrong."
1110,positive,service,"And Kruno, the beverage manager is the best bartender I have yet to come across."
2132,positive,service,"The food, drinks and service are clearly among the best in the city."
250,positive,service,"I understand the area and folks you need not come here for the romantic, alluring ambiance or the five star service featuring a sommlier and a complicated maze of captain and back waiters - you come for the authentic foods, the tastes, the experiance."
2988,negative,service,"Last time I went here, the waitress didn't come back after taking our order."
1922,positive,service,"Granted the space is smaller than most, it is the best service you will find in even the largest of restaurants."
603,positive,service,The service was attentive and her suggestions of menu items was right on the mark.
2521,negative,service,"The environment is romantic, but the food is horrible, the service is pathetic, and gabriella lies about everything she could."
3129,negative,service,The hostess is rude to the point of being offensive.
2271,negative,service,"If you're craving for Haru's great food, especially the House Roll, but can't stand the wait building outisde, head across the street to their Sake Bar!"
2303,positive,service,All conveniently delivered right to the door.
2098,neutral,service,Okay service.
1624,positive,service,The only thing more wonderful than the food (which is exceptional) is the service.
1907,positive,service,The waitress suggested glasses of wine that went very well with the food.
1535,negative,service,"They might be all business at the counter when you give your order, but their food says I love you."
927,conflict,service,"Ok, so the servers wander around a little clueless, but there's more than enough servers for the crowd they get -- it's fine, you just have to make a small effort to get their attention."
345,negative,service,The service is awful.
2393,positive,service,Regardless of whether there are two people or two hundred people ahead of you the hostess will take your name and tell you Five minutes.
3541,negative,service,They didn't give us the dinner special until we asked for it.
2126,positive,service,Very good service and very good prices.
846,positive,service,"The service was impeccable and unobtrusive -- the staff knows what they are there to do -- to know their menu, present your meal, and attend to your needs."
1319,negative,service,"The most annoying thing, though, is the fact that the servers seem to be trained to drive revenue."
1969,positive,service,"The service, wine selection, ambiance are all outstanding and deserve recognition."
1330,negative,service,It was rather pathetic that it took them over an hour to seat us.
763,conflict,service,"We were seated promptly as we had reservations, however after that the service was slow."
754,positive,service,"It's really also the service, is good and the waiters are friendly."
2823,positive,service,"I highly recommend Cafe St. Bart's for their food, the ambience and wonderful service."
1611,positive,service,And it was quick which is very important.
323,negative,service,"The menu looked good, except for offering the Chilean Sea Bass, but the server does not offer up the specials that were written on the board outside."
1551,positive,service,"Since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get."
3650,negative,service,"When he finally did, he was unable to make a gin and tonic -- couldn't find tonic."
3193,conflict,service,"The service is ok, some of the people didn't get what they asked for."
2124,positive,service,Staff is very accomodating.
2140,positive,service,Hurley's is like Cheers where everyone knows your name and they are ACTUALLY glad you came.
224,positive,service,"The food was terrific and the service classy, attentive, without being overbearing."
3042,positive,service,"We have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them."
152,positive,service,Quick and friendly service.
1033,positive,service,Delivery is fast too.
38,negative,service,"The man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around)."
1542,negative,service,As we were sitting eating the subpar food the manager proceeded to berate a couple of his employees for putting out the wrong containers for condiments and explained to them how expensive these containers were.
2328,positive,service,Great Indian food and the service is incredible.
791,negative,service,The waiters were not attentive except that the bill turned up on the table before we were finished.
2872,conflict,service,"My wife and I always enjoy the young, not always well trained but nevertheless friendly, staff, all of whom have a story."
3578,negative,service,"For the people who want great food plus great service, Roxy is a place to AVOID!"
45,positive,service,Ive been here a bunch of times now and the service is always outstanding.
1188,neutral,service,"The food is great, service is ok."
1044,negative,service,Even after they overcharged me the last time I was there.
925,positive,service,The service was attentive.
2479,positive,service,We visited Bread Bar during January restaurant week and were so pleased with the menu selections and service.
964,positive,service,"The wait staff is very friendly, if not overly efficient."
2501,positive,service,Service has always been friendly and efficient.
773,negative,service,All we received was an apology as we left to see our show without dinner.
368,negative,service,The table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived.
366,negative,service,"We could not catch our waiter's eye, and he ignored us."
3128,negative,service,They refuse to seat parties of 3 or more on weekends.
9,negative,service,"The waitress, seems to be more concerned of looking good than actually waitressing."
2512,positive,service,"good music, great food, speedy service affordable prices."
3260,positive,service,"May, the owner always has a smile on her and will warmly greet you."
3122,negative,service,The hostess and the waitress were incredibly rude and did everything they could to rush us out.
1652,positive,service,"Otherwise, this place has great service and prices and a nice friendly atmosphere."
2128,positive,service,Highly recommend this as great value for excellent sushi and service.
2835,negative,service,This place would be so much better served by being run by a group that actually understands customer service.
778,positive,service,A++   The service was good to excellent along with the attitude.
771,negative,service,For the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated.
3370,positive,service,The pizza is delicious and the proprietor is one of the nicest in NYC.
2449,positive,service,The Waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal.
2840,negative,service,"Terrible, terrible management - deserves to be shut-down."
1034,positive,service,"Great friendly service, Fast seating, Fast Delivery, Excellent sushi."
2734,conflict,service,"The Italian food has flavor (that can be sort of surprising on the UES), and the service turns from a nightmare to attentive,they sort of remind me of the NY Yankees of the late 90's, no matter how bad it look, you knew that there was a rally just around the corner..."
174,conflict,service,"As many other reviewers noticed, your order is often slow to arrive - this is particularly true in the evening but is not a problem during lunch time."
102,positive,service,"Emilio, the owner, is often sitting in the front table greeting guests as they come and go."
133,conflict,service,The atmosphere is noisy and the waiters are literally walking around doing things as fast as they can.
178,positive,service,The waitress was very patient with us and the food is phenomenal!
2627,negative,service,"The ambience was nice, but service wasn't so great."
2946,positive,service,"Solid wine list, knowledgeable staff, friendly owners and an adventurous, ever-changing menu keep us coming back."
554,positive,service,The people that work there are always so friendly you forget you are in New York sometimes.
1616,positive,service,"We didn't even see a menu, as our waiter described both the specials and the main dishes."
1617,positive,service,"Two people in our party felt like something else, and Volare immediately obliged with two great dishes that were not in their regular menu."
3322,negative,service,He offers subpar service and has no personality.
1022,positive,service,"The waitress remembers me and is very friendly, she knows what my regular is and that's the fried mini buns with the condensed milk and the assorted fruits on beancurd."
1622,positive,service,The portions are large and the servers always surprise us with a different starter.
1592,positive,service,Our server was very helpful and friendly.
2134,positive,service,While I'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!
1989,positive,service,"The second you walk through the heavy vault like door, with people anticipating your arrival you get the sense that you are going to have the dining ride of a lifetime."
1331,negative,service,Why make a reservation if you aren't going to keep it?
1577,positive,service,I think the stuff was better than Disney.
1790,negative,service,I had been searching really hard for a restaurant in New York where I could really feel unwanted and ignored and I finally found it!
2523,negative,service,"Well, their deliveries take for ever and the food is usually cold."
2170,positive,service,The staff is no nonsense.
3515,positive,service,This is a great Thai restaurant with a very friendly staff.
932,negative,service,It took them 25 minutes to bring our appetizer.
461,positive,service,Friendly staff that actually lets you enjoy your meal and the company you're with.
539,positive,service,The restaurant is rather small but we were lucky to get a table quickly.
191,negative,service,"Oh yes, and they lie on the phone, claiming they have seating in the garden, then of course the seats are not available."
3319,positive,service,Although they do the typical what kind of water would you like questions the service was good and overall very relaxing to place to eat.
3475,negative,service,It takes forever to get a drink and they almost always forget to bring something (although they dont forget to charge you for it.
2893,positive,service,"Saturday, Nov. 6th I had a group from work come in with about 35 people and the staff was amazing to accomodate us."
2932,negative,service,"First, the waiter who served us neglected to fill us in on the specials, which I would have chosen had I known about them."
2517,positive,service,"Authentic food and they have REAL service, not just the rush you get sometimes when they try to push you out the door."
556,positive,service,"I am amazed by the poor reviews- I find this place to be standout Italian in an area flooded with Italian- great prices, great atmosphere, good service and a wonderful wine list."
563,negative,service,I was back-to-back with the diner at the table behind me and wait staff had to hoist trays over our heads as they squeezed past us again and again.
78,positive,service,"Over the years the host, Vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor."
3116,positive,service,"The waitstaff were attentive, polite and helpful - an impressive feat in such close quarters."
972,positive,service,"Have always found that the waiters will go out of their way to be helpful, despite the fact they are often busy with lots of diners."
2329,positive,service,The owner truly caters to all your needs.
1827,positive,service,He takes real pride in his food and his business.
1228,negative,service,I asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere!
2189,conflict,service,"Service is not exactly five star, but thats not really a big deal."
3573,neutral,service,There are other people waiting!
882,negative,service,"While the ambiance and atmosphere were great, the food and service could have been a lot better."
628,positive,service,The server was really cool and served us our food and drinks with a smile.
3144,negative,service,I had to share my table with a loud group of kids and the service was rude an unattentive.
1940,positive,service,"Super friendly and knowledgable staff, fabulous bistro fare and a wonderful jazz brunch with great live jazz (the chilaquiles were awesome!"
1961,conflict,service,"The table service could have been a little more attentive but as someone who also works in the service industry, I understood they were busy."
590,positive,service,Nicky the Nose at the bar is a treat.
179,positive,service,"Service was prompt, friendly and great."
3050,negative,service,"After all that, they complained to me about the small tip."
1032,positive,service,"Whenever you need a Sushi fix, Mizu will be there with quality fish and great service."
1124,positive,service,"Our waitress was sweet and accomodating, not overbearing."
1663,negative,service,Went there with my wife and we had to wait for a table even though you could see there many that were empty with not reservation sigh on them.
3315,positive,service,Add to that great service and great food at a reasonable price and you have yourself the beginning of a great evening.
2862,negative,service,"Besides having the table we had been promised given to other restaurant patrons twice before we were actually seated, we were served dishes we hadn't ordered three times, received one of our orders 20 minutes after the rest of the table had been served (and that order was undercooked), and charged $45 more than we should have been on our bill."
3292,positive,service,Service is top notch.
1609,positive,service,Service was quick.
1057,negative,service,Drawbacks: service is slow and they don't toast!
2986,positive,service,"Upon entering, we were greeted by the owners, Steven and Frederick, who went out of their way to be more than gracious hosts."
2940,positive,service,they bring service up a notch by offerng complementary amuse bouche to all tables and gave us a small dessert for our celebration.
2456,positive,service,My first time there I happened not to like the Crab Croquette apt that i ordered and they were happy to change it for me without making no big deal.
25,positive,service,Great for large groups and celebrations - our SUPER HAPPY waiter was the entertainment of the evening.
2522,negative,service,like saying her bread comes from a special bakery when we have seen her buying it dowtown manhathan.
3332,neutral,service,"However, in the summer of 2003, it seems the management has changed and the great big door has been replaced for a glass front ridding itself of the dark romantic getup."
3013,negative,service,We were treated with attitude ever since the moment we stepped into the restaurant!
792,neutral,service,Has the chef and owner changed???
2741,positive,service,"Service was warm and attentive, beef carpaachio was exellent (huge portion) and pasta was fresh and well-prepared."
1161,positive,service,"Great bar, most gorgeous bartenders you've ever seen (specifically the blond lady)."
3123,negative,service,We were planning to get dessert but the waitress basically through the bill at us before we had a chance to order.
1911,positive,service,"I had a terrific meal, and our server guided us toward a very nice wine in our price range, instead of allowing us to purchase a similarly priced wine that wasn't as good."
703,negative,service,"The svc can be a bit rude at times, esp if you have big group, but overall the restaurant is a must!"
280,positive,service,The food is delicious and beautifully prepared along with the friendly and personable service.
3211,negative,service,"After 2 tries by the waiter to take it away (we hadn't even looked at it yet, we had full beers yet to drink), the manager approached and told us they needed the table for people with reservations."
579,positive,service,We both opted for a pasta dish and they were served timely and fresh.
3670,negative,service,"First the wrong bread came out with the appetizer, then when i tried to order a second glass of wine for my main course..."
779,conflict,service,Make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to Time Square.
2298,positive,service,"The crust is thin, the ingredients are fresh and the staff is friendly."
1930,positive,service,"When my dessert came, there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift, and said he knew it was a special occassion of some sort."
2433,negative,service,There is also very limited seating and there can be a substantial wait in getting food at peak times.
301,conflict,service,"There was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice."
259,positive,service,This is my first time writing a review for a restaurant because the food and service was excellent.
177,positive,service,I had a huge group for my birthday and we were well taken care of.
1797,negative,service,"It's a shame that a nice, convenient place like the Pink Pony can be so ruined by lousy service."
309,positive,service,"Friendly and informative staff, very attentive and prompt raw bar service."
369,negative,service,"We laughed when he finally offered us a dessert menu and we left a 10 percent tip, which was generous, I feel."
1792,negative,service,The staff ignored my friends and I the entire time we were there.
166,negative,service,"Yet paired with such rude service, would never recommend for anyone interested in carrying any kind of conversation while there."
2585,positive,service,Delivery service is great too.
1378,positive,service,I recieved prompt service with a smile.
1118,positive,service,"If you go to Roth's try to be served by Mike, he is GREAT!!"
2915,negative,service,"not the food ,not the ambiance , not the service, I agree with the previous reviews you wait and wait , the wait staff are very rude and when you get in they are looking to get you right out ."
981,negative,service,"Nha Trang, while being notorious for utter lack of comfort and decor, horribly slow wait staff and horribly quick meals, is one of the best vietnamese restaurants i've ever been to. the pho is delicious and comes with very fresh vegtables."
1987,conflict,service,"On the other hand, if you are not fooled easily, you will find hundreds of restaurants that will give you service and ambiance that is on par with Alain Ducasse, and food that will outshine in presentaion, taste, choice, quality and quantity."
3626,positive,service,"If I could rate the people this place would be off the charts - unfortunately - the pizza, sorry - not the best in NYC."
285,positive,service,"The portions are now very small, the sauces are overly-ambitious usually inedible while the service is still good, the restaurant, due to its popularity, seems frantic."
1493,positive,service,"The owner is very friendly and a great guy, go try his pizza, you'll like it!"
953,negative,service,"With so many good restaurants on the UWS, I don't need overpriced food, absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care."
3141,negative,service,The service is a little scatty at times but all is forgiven when the food arrives.
1050,positive,service,"Not only is the cuisine the best around, the service has always been attentive and charming."
2035,negative,service,"Waiters tend to forget drinks completely, food portions are so tiny, two people have trouble sharing one entree."
3605,positive,service,"Interesting selection, good wines, service fine, fun decor."
1671,positive,service,Any if you have a reservation you'll wait for max 5 minutes - so have a drink at the bar.
2938,positive,service,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table."
1677,positive,service,"The only positive was the wait staff, which was prompt, knowledgable, and likeable."
550,positive,service,"We have been to this place many times, and always have great food, wine, and service."
3205,positive,service,"Haru serves very fresh fish, has a trendy, modern ambiance, prime location on Park Avenue South and friendly service."
3111,conflict,service,"The service is spotty, sometimes really friendly and sometimes barely there."
2622,positive,service,"Great food, great prices, great service."
513,negative,service,"Told us to sit anywhere, and when we sat he said the table was reserved."
772,negative,service,In reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.
3667,positive,service,"But when you are seated the waitresses are great, they explain everything on the menu, and the price of the food is really cheap for the service you get."
3460,positive,service,"The freshest, best variety, and the fastest delivery."
1621,positive,service,Go to Volare for 1st class service and terrific food.
2204,positive,service,"It's super-trendy and there's always someone to take that empty seat, so it seems that customer service has been deemed not of the essence."
276,positive,service,We were well attended to by the enthusiastic staff especially the manager Tony Gaskin who made excellent suggestions for our menu selections.
1509,negative,service,"still stay away, the table next to us walked out after my table and aanother were serves eventhough they were there much longer..."
518,positive,service,"A very inviting restaurant, with friendly service."
297,negative,service,And at the conclusion of this culinary nightmare the check was given to our table by knocking over a glass of water.
1580,positive,service,The staff was the friendliest that have seen in New York.
3321,negative,service,The only problem is that the manager is a complete incompetent.
3173,negative,service,Murray won't do it.
1353,negative,service,"Decent Thai food in cute - though a bit dank - little Nolita hangout, BUT service terrible."
2668,negative,service,The waiter actually poured water on my hand and walked away.
3060,negative,service,"Worse of all, $60 was erroneously added to our $80 bill."
2582,positive,service,"NO more reservations, expensive tips and annoying stuff."
2133,positive,service,"During our meal, the management came over and checked on us and even bought us a round of drinks."
1054,negative,service,"But they don't have a toaster, which is strange."
3525,positive,service,The staff is very attentive and we can almost always get a table.
1564,positive,service,People are always friendly.
744,positive,service,Service was prompt and courteous.
566,negative,service,"Got club soda, filled with ice, no lime."
1191,negative,service,Knowledge of the chef and the waitress are below average.
1415,negative,service,"Disappointing food, lousy service."
1945,positive,service,"If you want a casual neighborhood bistro that has great food and excellent service, this is the place."
859,positive,service,"Meanwhile, the bartender continued to pour champagne from his reserve after we had finished our bottle and we enjoyed an amuse of turnip soup with pureed basil, gratis."
514,negative,service,Stepped on my foot on the SECOND time he reached over me to adjust lighting.
750,positive,service,The food was well prepared and the service impecable.
2030,positive,service,Our friendly server made great food suggestions and also sent both the sommelier and the fromager to the table to help suggest different pairings for wine and cheese.
2855,negative,service,While the food was good (certainly no Il Mulino) the service was horrendous.
2774,negative,service,Service is not what one would expect from a joint in this price category.
377,positive,service,We were a group of 8 and well seved.
2808,positive,service,"The signs, the specials menus, food, and even all the waitstaff are ALL TOTALLY Japanese."
3112,negative,service,Some servers make you feel like they are doing you a favor to bring you the food.
664,positive,service,The staff is also attentive and friendly.
3572,negative,service,"Immediately after we paid, the waiter took the money and said, okay, you guys are outta here."
965,positive,service,"Once you become a regular, you are treated as one."
1615,positive,service,Everyone treats you like you were part of the family.
782,positive,service,"Great food, great lay out and awesome service."
3148,negative,service,Ive asked a cart attendant for a lotus leaf wrapped rice and she replied back rice and just walked away.
3661,positive,service,We walked in on a Wednesday night and were seated promptly.
3682,positive,service,"The wait staff is very freindly, they make it feel like you're eating in a freindly little european town."
205,conflict,service,"The waitstaff are all very busy, it's not outstanding service, but I've never been dealt with rudely."
132,positive,service,"They have it all -- great price, food, and service."
2850,positive,service,"The food was amazing, the service was so attentive and personable, and how about that ambience!"
163,negative,service,"We couldn't carry our conversation as we were routinely interrupted by waitress and servants asking us to order and hinting that we're taking too much time -- amazing, we just sat down."
1017,neutral,service,sometimes i get good food and ok service.
472,negative,service,"After complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like."
3649,negative,service,Bartender was unable to tear himself away from friends at bar.
2818,positive,service,This was my frist time at Cafe St. Bart's and I must say how delicous the food and the service was.
951,negative,service,"One would think we'd get an apology or complimentary drinks - instead, we got a snobby waiter wouldn't even take our order for 15 minutes and gave us lip when we asked him to do so."
1619,negative,service,"They brought glasses and the bottle, and just left the bottle at our table."
